PREFIX6,DPD,DPW
TCU-140,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-150,DPD GEGERKALONG 1,DPW JABAR 1
TCU-151,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-160,DPD GEGERKALONG 1,DPW JABAR 1
TCU-170,DPD GEGERKALONG 1,DPW JABAR 1
TCU-17d,DPD MEDAN,DPW SUMATERA
TCU-17e,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-17g,DPD SEMARANG,DPW JATENG & DIY
TCU-17h,DPD SURABAYA,DPW JAWA TIMUR
TCU-17i,DPD KALTIM SELATAN,DPW KALIMANTAN
TCU-17j,DPD SULSEL,DPW KTI
TCU-180,DPD GEGERKALONG 1,DPW JABAR 1
TCU-190,DPD GEGERKALONG 1,DPW JABAR 1
TCU-200,DPD GEGERKALONG 1,DPW JABAR 1
TCU-200,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-300,DPD GEGERKALONG 1,DPW JABAR 1
TCU-a10,DPD GEGERKALONG 1,DPW JABAR 1
TCU-a10,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-b10,DPD MEDAN,DPW SUMATERA
TCU-b10,DPD JAKARTA BARAT,DPW JAKARTA 1
TCU-b10,DPD SEMARANG,DPW JATENG & DIY
TCU-b10,DPD SULSEL,DPW KTI
TCU-b10,DPD GEGERKALONG 1,DPW JABAR 1
TCU-c10,DPD GEGERKALONG 1,DPW JABAR 1
TCU-c10,DPD JAKARTA BARAT,DPW JAKARTA 1
TEL-000,DPD JAPATI 1,DPW JABAR 1
TIS-1A1,DPD JAPATI 1,DPW JABAR 1
TPC-a10,DPD GEGERKALONG 1,DPW JABAR 1
TSC-100,DPD KANTOR GCC,DPW JAKARTA 2
TSC-a00,DPD KANTOR GCC,DPW JAKARTA 2
TSC-a01,DPD KANTOR GCC,DPW JAKARTA 2
TSC-a02,DPD KANTOR GCC,DPW JAKARTA 2
TSC-a03,DPD KANTOR GCC,DPW JAKARTA 2
TSC-b00,DPD KANTOR GCC,DPW JAKARTA 2
TSC-b01,DPD JAPATI 1,DPW JABAR 1
TSC-b01,DPD KANTOR GCC,DPW JAKARTA 2
TSC-b03,DPD JAPATI 1,DPW JABAR 1
TSC-b03,DPD KANTOR GCC,DPW JAKARTA 2
TSC-c02,DPD JAPATI 1,DPW JABAR 1
TSC-c03,DPD KANTOR GCC,DPW JAKARTA 2
TSC-c04,DPD KANTOR GCC,DPW JAKARTA 2
TSC-c05,DPD KANTOR GCC,DPW JAKARTA 2
TSC-c07,DPD JAPATI 1,DPW JABAR 1
TUK-a20,DPD KANTOR GCC,DPW JAKARTA 2
TUK-a20,DPD SURABAYA,DPW JAWA TIMUR
TUK-a30,DPD SURABAYA,DPW JAWA TIMUR
UTL-a12,DPD JAPATI 1,DPW JABAR 1
UTL-d10,DPD JAPATI 1,DPW JABAR 1
UTL-e10,DPD JAPATI 1,DPW JABAR 1
UTL-f10,DPD JAPATI 1,DPW JABAR 1
